symbol,bid1Price,bid1Size,ask1Price,ask1Size,lastPrice,prevPrice24h,price24hPcnt,highPrice24h,lowPrice24h,volume24h
BTCUSDT,99662.11,0.029545,99662.12,0.090435,99663.03,105074.48,-0.0515,105203.25,97750.4,40057.003039
